,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
1688,Mercedes-Benz GLA Class 200 d Sport,20.50 Lakh,"40,000 kms",Diesel,Automatic,1st Owner,2016,1197 cc,5 Seats
1689,Fiat Palio 1.2 ELX,"60,000 ","20,000 kms",Petrol,Manual,1st Owner,2002,796 cc,5 Seats
1690,Hyundai Grand i10 Magna,3.85 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2016,998 cc,5 Seats
1691,Maruti Alto LXi,1.85 Lakh,"19,521 kms",Petrol,Manual,1st Owner,2008,2393 cc,7 Seats
1692,Maruti Alto K10 VXI AMT,3.80 Lakh,"19,800 kms",Petrol,Automatic,2nd Owner,2017,1364 cc,5 Seats
1693,Toyota Innova Crysta 2.4 G MT,19.75 Lakh,"50,000 kms",Diesel,Manual,1st Owner,2019,1497 cc,5 Seats
1694,Toyota Etios VXD,5.85 Lakh,"50,000 kms",Diesel,Manual,1st Owner,2012,1493 cc,7 Seats
1695,Honda City i-VTEC VX,10.50 Lakh,"37,000 kms",Petrol,Manual,1st Owner,2019,1498 cc,5 Seats
1696,Mahindra TUV 300 T10,8 Lakh,"40,000 kms",Diesel,Manual,1st Owner,2019,1497 cc,5 Seats
1697,Honda WR-V i-DTEC S,8.25 Lakh,"10,700 kms",Diesel,Manual,1st Owner,2017,1197 cc,5 Seats
1698,Honda City i VTEC V,6.10 Lakh,"31,800 kms",Petrol,Manual,1st Owner,2014,1199 cc,5 Seats
1699,Maruti Baleno 1.2 Zeta,5.79 Lakh,"32,400 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats
1700,Honda Amaze VX Petrol,7.85 Lakh,"4,700 kms",Petrol,Manual,1st Owner,2020,1248 cc,5 Seats
1701,Hyundai Grand i10 1.2 Kappa Sportz BSIV,5.25 Lakh,"33,500 kms",Petrol,Manual,1st Owner,2018,1582 cc,5 Seats
1702,Maruti Swift Dzire VDI,6.99 Lakh,"54,800 kms",Diesel,Manual,1st Owner,2018,998 cc,5 Seats
1703,Hyundai Verna CRDi 1.6 EX,7.99 Lakh,"44,000 kms",Diesel,Manual,1st Owner,2017,1199 cc,5 Seats
1704,Maruti Wagon R VXI BS IV,4.15 Lakh,"19,000 kms",Petrol,Manual,1st Owner,2014,1197 cc,5 Seats
1705,Honda Jazz VX CVT,7.89 Lakh,"22,000 kms",Petrol,Automatic,1st Owner,2019,1199 cc,5 Seats
1706,Hyundai i20 Sportz,7.85 Lakh,"12,900 kms",Petrol,Manual,1st Owner,2020,998 cc,5 Seats
1707,Honda Amaze V CVT Petrol BSIV,7.80 Lakh,"22,700 kms",Petrol,Automatic,1st Owner,2019,1086 cc,5 Seats
1708,Maruti Zen Estilo VXI BSIV,1.89 Lakh,"69,000 kms",Petrol,Manual,2nd Owner,2010,1197 cc,5 Seats
1709,Hyundai Santro Xing GL Plus,2.69 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2012,1497 cc,5 Seats
1710,Hyundai i20 Sportz,9 Lakh,"9,500 kms",Petrol,Manual,1st Owner,2020,1497 cc,5 Seats
1711,Honda City i-VTEC SV,9.80 Lakh,"15,000 kms",Petrol,Manual,1st Owner,2021,2393 cc,7 Seats
1712,Kia Seltos HTK Plus G,12.60 Lakh,"19,000 kms",Petrol,Manual,1st Owner,2020,1196 cc,5 Seats
1713,Toyota Innova Crysta 2.4 ZX 7 STR AT,30.50 Lakh,"3,500 kms",Diesel,Automatic,1st Owner,2022,998 cc,5 Seats
1714,Ford Figo Petrol ZXI,1.90 Lakh,"81,721 kms",Petrol,Manual,1st Owner,2010,1196 cc,5 Seats
1715,Maruti Zen Estilo LXI BS IV,2.10 Lakh,"1,09,656 kms",Petrol,Manual,1st Owner,2012,998 cc,5 Seats
1716,Ford Figo Petrol ZXI,1.95 Lakh,"87,955 kms",Petrol,Manual,1st Owner,2012,1197 cc,5 Seats
1717,Maruti Alto K10 VXI AMT,3.30 Lakh,"50,000 kms",Petrol,Automatic,1st Owner,2015,2993 cc,5 Seats
1718,Maruti Swift Dzire AMT ZXI Plus,8 Lakh,"12,990 kms",Petrol,Automatic,1st Owner,2019,2987 cc,7 Seats
1719,BMW 5 Series 530d M Sport,29.99 Lakh,"75,099 kms",Diesel,Automatic,1st Owner,2014,1498 cc,5 Seats
1720,Mercedes-Benz GL-Class 350 CDI Luxury,14.50 Lakh,"1,20,000 kms",Diesel,Automatic,1st Owner,2010,1197 cc,5 Seats
1721,Skoda Rapid 1.5 TDI AT Elegance Black Package,5.95 Lakh,"70,000 kms",Diesel,Automatic,2nd Owner,2015,1330 cc,5 Seats
1722,Hyundai i20 Asta,2.50 Lakh,"90,000 kms",Petrol,Manual,2nd Owner,2009,1591 cc,5 Seats
1723,Renault Duster RXS Turbo CVT,12.50 Lakh,"10,000 kms",Petrol,Automatic,2nd Owner,2021,1598 cc,5 Seats
1724,Hyundai Creta 1.6 SX Automatic,12.75 Lakh,"44,000 kms",Petrol,Automatic,1st Owner,2018,1198 cc,5 Seats
1725,Skoda Rapid Ultima 1.6 MPI AT Elegance,6.89 Lakh,"29,500 kms",Petrol,Automatic,1st Owner,2013,1493 cc,7 Seats
1726,Honda Brio V MT,3.15 Lakh,"81,200 kms",Petrol,Manual,1st Owner,2013,1498 cc,5 Seats
1727,Mahindra TUV 300 mHAWK100 T8 AMT,7 Lakh,"50,000 kms",Diesel,Automatic,1st Owner,2016,1199 cc,5 Seats
1728,Volkswagen Vento 1.5 TDI Highline AT,6.10 Lakh,"1,41,383 kms",Diesel,Automatic,1st Owner,2016,1582 cc,5 Seats
1729,Honda Amaze VX CVT Petrol BSIV,8 Lakh,"34,392 kms",Petrol,Automatic,1st Owner,2019,1197 cc,5 Seats
1730,Hyundai Verna SX CRDi AT,6 Lakh,"90,000 kms",Diesel,Automatic,1st Owner,2013,1998 cc,5 Seats
1731,Hyundai Grand i10 Magna,3.90 Lakh,"47,681 kms",Petrol,Manual,1st Owner,2014,1086 cc,5 Seats
1732,Mini Cooper Countryman Cooper S,40.99 Lakh,"25,900 kms",Petrol,Automatic,1st Owner,2019,993 cc,5 Seats
1733,Hyundai Santro Xing GL,1.55 Lakh,"1,20,000 kms",Petrol,Manual,3rd Owner,2009,1197 cc,5 Seats
1734,Maruti Zen LXI,"99,000 ","68,952 kms",Petrol,Manual,2nd Owner,2003,1497 cc,5 Seats
1735,Hyundai i10 Asta,3.35 Lakh,"41,525 kms",Petrol,Manual,2nd Owner,2011,1353 cc,5 Seats
1736,Tata Altroz XZ Diesel,8.90 Lakh,"15,000 kms",Diesel,Manual,1st Owner,2021,1956 cc,5 Seats
1737,Kia Seltos GTX DCT,18.25 Lakh,"11,000 kms",Petrol,Automatic,1st Owner,2021,1498 cc,5 Seats
1738,Jeep Compass 2.0 Limited,19.50 Lakh,"29,990 kms",Diesel,Manual,1st Owner,2019,1493 cc,5 Seats
1739,Honda City ZX CVT,14.50 Lakh,"25,000 kms",Petrol,Automatic,1st Owner,2020,1498 cc,5 Seats
1740,Hyundai Verna SX AT Diesel,15 Lakh,"20,000 kms",Diesel,Automatic,1st Owner,2022,1498 cc,5 Seats
1741,Ford Figo 1.5D Base MT,4 Lakh,"90,000 kms",Diesel,Manual,2nd Owner,2016,1497 cc,5 Seats
1742,Honda WR-V i-DTEC VX,8.75 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2018,2179 cc,8 Seats
1743,Honda City i VTEC CVT VX,8.50 Lakh,"50,000 kms",Petrol,Automatic,2nd Owner,2016,1798 cc,5 Seats
1744,Mahindra Scorpio SLE BSIV,4.80 Lakh,"90,000 kms",Diesel,Manual,2nd Owner,2010,1197 cc,5 Seats
1745,Toyota Corolla Altis G AT,9.26 Lakh,"70,000 kms",Petrol,Automatic,2nd Owner,2015,999 cc,5 Seats
1746,Maruti Ignis Delta AMT,6 Lakh,"20,000 kms",Petrol,Automatic,1st Owner,2020,796 cc,5 Seats
1747,Skoda Rapid 1.0 TSI Style AT,9.90 Lakh,"25,000 kms",Petrol,Automatic,1st Owner,2018,1968 cc,5 Seats
1748,Maruti Alto LXi,"45,000 ","60,000 kms",Petrol,Manual,2nd Owner,2006,1497 cc,5 Seats
1749,Audi Q3 35 TDI Quattro Premium,22.05 Lakh,"56,000 kms",Diesel,Automatic,1st Owner,2015,1496 cc,5 Seats
1750,Honda City i VTEC CVT VX,8.50 Lakh,"53,000 kms",Petrol,Automatic,1st Owner,2016,1968 cc,5 Seats
1751,Ford Ecosport Sports Petrol,9.70 Lakh,"10,000 kms",Petrol,Manual,1st Owner,2020,2393 cc,7 Seats
1752,Audi A4 2.0 TDI Multitronic,10.50 Lakh,"1,10,000 kms",Diesel,Automatic,1st Owner,2012,1598 cc,5 Seats
1753,Toyota Innova Crysta 2.4 ZX MT BSIV,22 Lakh,"99,990 kms",Diesel,Manual,1st Owner,2018,1995 cc,5 Seats
1754,Skoda Rapid 1.6 MPI Elegance Plus Black Package,4.20 Lakh,"68,000 kms",Petrol,Manual,2nd Owner,2014,1197 cc,5 Seats
1755,BMW 5 Series 520d Modern Line,21 Lakh,"68,500 kms",Diesel,Automatic,4th Owner,2014,999 cc,5 Seats
1756,Maruti Swift ZXi BSIV,5.75 Lakh,"50,599 kms",Petrol,Manual,2nd Owner,2015,1497 cc,5 Seats
1757,Volkswagen Polo 1.0 MPI Comfortline,4.85 Lakh,"54,431 kms",Petrol,Manual,2nd Owner,2015,1498 cc,5 Seats
1758,Honda City i-VTEC CVT VX,9.50 Lakh,"65,855 kms",Petrol,Automatic,1st Owner,2019,0 cc,5 Seats
1759,Ford Ecosport 1.5 DV5 MT Titanium,4.85 Lakh,"1,13,706 kms",Diesel,Manual,2nd Owner,2014,2523 cc,8 Seats
1760,Tata Nexon EV Prime XZ Plus LUX,14.50 Lakh,"40,000 kms",Electric,Automatic,1st Owner,2020,1497 cc,8 Seats
1761,Mahindra Scorpio EX,5.50 Lakh,"1,00,000 kms",Diesel,Manual,2nd Owner,2012,1599 cc,5 Seats
1762,Mahindra Marazzo M6 Plus 8Str,14.85 Lakh,"36,700 kms",Diesel,Manual,1st Owner,2021,2393 cc,7 Seats
1763,Hyundai Verna 1.6 i ABS,2.50 Lakh,"40,000 kms",Petrol,Manual,2nd Owner,2009,2755 cc,7 Seats
1764,Toyota Innova Crysta 2.4 VX MT,24.50 Lakh,"50,000 kms",Diesel,Manual,1st Owner,2020,1197 cc,5 Seats
1765,Toyota Innova Crysta 2.8 ZX AT BSIV,26.50 Lakh,"50,000 kms",Diesel,Automatic,1st Owner,2019,2987 cc,7 Seats
1766,Hyundai Grand i10 Nios Sportz,6 Lakh,"40,000 kms",Petrol,Manual,1st Owner,2019,1199 cc,5 Seats
1767,Mercedes-Benz GLS 350d 4MATIC,65 Lakh,"1,35,000 kms",Diesel,Automatic,1st Owner,2018,1968 cc,5 Seats
1768,Honda Jazz 1.2 SV i VTEC,6.10 Lakh,"40,000 kms",Petrol,Manual,1st Owner,2016,1591 cc,5 Seats
1769,Audi A6 35 TDI,33 Lakh,"15,000 kms",Diesel,Automatic,1st Owner,2016,2987 cc,5 Seats
1770,Hyundai Creta 1.6 SX Automatic,10.35 Lakh,"39,000 kms",Petrol,Automatic,1st Owner,2016,1364 cc,5 Seats
1771,Mercedes-Benz GLE 350d,47.50 Lakh,"60,000 kms",Diesel,Automatic,2nd Owner,2016,2755 cc,7 Seats
1772,Toyota Etios GD,3.20 Lakh,"1,20,000 kms",Diesel,Manual,4th Owner,2013,2143 cc,5 Seats
1773,Toyota Innova Crysta 2.8 ZX AT BSIV,25.75 Lakh,"60,000 kms",Diesel,Automatic,1st Owner,2019,1995 cc,5 Seats
1774,Mercedes-Benz GLE 250d,49.50 Lakh,"45,000 kms",Diesel,Automatic,1st Owner,2017,2179 cc,7 Seats
1775,BMW X1 sDrive 20d xLine,36.75 Lakh,"23,000 kms",Diesel,Automatic,1st Owner,2019,1198 cc,6 Seats
1776,Mahindra XUV500 W11 AT BSIV,17 Lakh,"46,952 kms",Diesel,Automatic,1st Owner,2019,1598 cc,5 Seats
1777,Mahindra KUV 100 NXT D75 K8 Dual Tone,4.50 Lakh,"35,000 kms",Diesel,Manual,2nd Owner,2017,1582 cc,5 Seats
1778,Skoda Rapid 1.6 MPI Elegance,4.30 Lakh,"70,000 kms",Petrol,Manual,2nd Owner,2014,998 cc,5 Seats
1779,Hyundai Verna CRDi 1.6 SX,8.80 Lakh,"90,000 kms",Diesel,Manual,2nd Owner,2018,1197 cc,5 Seats
1780,Maruti Celerio X ZXI BSIV,4.25 Lakh,"35,000 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats
1781,Hyundai Grand i10 1.2 Kappa Sportz BSIV,5.25 Lakh,"19,400 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats
1782,Hyundai i20 1.2 Sportz,3.05 Lakh,"80,000 kms",Petrol,Manual,2nd Owner,2012,1353 cc,5 Seats
1783,Hyundai Grand i10 Magna,4.50 Lakh,"30,900 kms",Petrol,Manual,1st Owner,2015,2199 cc,7 Seats
1784,Kia Seltos GTX Plus DCT,17.50 Lakh,"30,000 kms",Petrol,Automatic,1st Owner,2021,1591 cc,5 Seats
1785,Hyundai Santa Fe 4x4 AT,13 Lakh,"77,000 kms",Diesel,Automatic,1st Owner,2013,1591 cc,5 Seats
1786,Hyundai Creta 1.6 SX,13.50 Lakh,"36,000 kms",Petrol,Manual,1st Owner,2018,1498 cc,5 Seats
1787,Hyundai Creta 1.6 SX Automatic,14.50 Lakh,"19,000 kms",Petrol,Automatic,1st Owner,2019,1395 cc,5 Seats
1788,Ford Ecosport 1.5 Diesel Titanium Plus BSIV,8.25 Lakh,"70,000 kms",Diesel,Manual,1st Owner,2017,1984 cc,5 Seats
1789,Skoda Octavia Ambition 1.4 TSI MT,12 Lakh,"85,000 kms",Petrol,Manual,1st Owner,2014,1968 cc,5 Seats
1790,Audi A4 2.0 TFSI,15 Lakh,"23,000 kms",Petrol,Automatic,1st Owner,2010,2982 cc,7 Seats
1791,Skoda Octavia Elegance 2.0 TDI AT,16 Lakh,"75,000 kms",Diesel,Automatic,1st Owner,2015,1798 cc,5 Seats
1792,Toyota Fortuner 4x4 AT,19.50 Lakh,"85,000 kms",Diesel,Automatic,1st Owner,2013,2494 cc,5 Seats
1793,Toyota Corolla Altis 1.8 J,7.75 Lakh,"50,000 kms",Petrol,Manual,1st Owner,2012,2982 cc,7 Seats
1794,Toyota Camry Hybrid,23 Lakh,"50,000 kms",Electric,Automatic,1st Owner,2015,1969 cc,7 Seats
1795,Toyota Fortuner 4x4 AT,25.50 Lakh,"60,000 kms",Diesel,Automatic,1st Owner,2016,1984 cc,5 Seats
1796,Volvo XC 90 D5 Inscription,65 Lakh,"60,000 kms",Diesel,Automatic,1st Owner,2018,2400 cc,5 Seats
1797,Volvo S60 D4 SUMMUM,22 Lakh,"36,000 kms",Diesel,Automatic,1st Owner,2015,2698 cc,5 Seats
1798,Volvo XC60 D5 Inscription,24 Lakh,"1,20,000 kms",Diesel,Automatic,1st Owner,2015,1968 cc,5 Seats
1799,Audi A6 2.7 TDI,13 Lakh,"70,000 kms",Diesel,Automatic,1st Owner,2010,1998 cc,4 Seats
1800,Audi Q3 2.0 TDI WCI,16 Lakh,"94,000 kms",Diesel,Automatic,2nd Owner,2013,2967 cc,7 Seats
1801,Mini 3 DOOR Cooper S,37.50 Lakh,"9,000 kms",Petrol,Automatic,1st Owner,2018,2967 cc,7 Seats
1802,Audi Q7 3.0 TDI quattro,23 Lakh,"1,35,000 kms",Diesel,Automatic,1st Owner,2013,1995 cc,5 Seats
1803,Audi Q7 45 TDI Quattro Premium Plus,58 Lakh,"70,000 kms",Diesel,Automatic,1st Owner,2018,1995 cc,5 Seats
1804,BMW 3 Series 320d,15 Lakh,"39,000 kms",Diesel,Automatic,1st Owner,2011,1995 cc,5 Seats
1805,BMW 3 Series 320d,16 Lakh,"50,000 kms",Diesel,Automatic,1st Owner,2012,2993 cc,5 Seats
1806,BMW 3 Series 320d Sport,45 Lakh,"8,000 kms",Diesel,Automatic,1st Owner,2020,2925 cc,5 Seats
1807,BMW X3 xDrive30d M Sport,40 Lakh,"50,000 kms",Diesel,Automatic,1st Owner,2016,1995 cc,5 Seats
1808,Mercedes-Benz S-Class S 350 d,1.30 Crore,"14,000 kms",Diesel,Automatic,1st Owner,2020,1199 cc,5 Seats
1809,BMW 5 Series 520d Luxury Line,46 Lakh,"40,000 kms",Diesel,Automatic,1st Owner,2018,1498 cc,5 Seats
1810,Volkswagen Polo Diesel Comfortline 1.2L,3.75 Lakh,"1,96,000 kms",Diesel,Manual,2nd Owner,2013,1497 cc,5 Seats
1811,Volkswagen Vento 1.5 TDI Highline Plus AT,8.50 Lakh,"95,000 kms",Diesel,Automatic,1st Owner,2018,1796 cc,5 Seats
1812,Tata Nexon 1.5 Revotorq XM,7.50 Lakh,"48,632 kms",Diesel,Manual,1st Owner,2018,1498 cc,5 Seats
1813,Mercedes-Benz C-Class 200 K AT,8 Lakh,"90,000 kms",Petrol,Automatic,2nd Owner,2008,2143 cc,5 Seats
1814,Volkswagen Vento 1.5 TDI Highline Plus AT,8.50 Lakh,"95,000 kms",Diesel,Automatic,1st Owner,2018,1950 cc,5 Seats
1815,Mercedes-Benz C-Class C 220 CDI Avantgarde,39 Lakh,"55,000 kms",Diesel,Automatic,1st Owner,2018,2143 cc,5 Seats
1816,Mercedes-Benz E-Class Exclusive E 220d,47 Lakh,"18,000 kms",Diesel,Automatic,1st Owner,2017,1496 cc,5 Seats
1817,Mercedes-Benz GLC 220d 4MATIC Sport,50 Lakh,"29,000 kms",Diesel,Automatic,1st Owner,2018,2993 cc,5 Seats
1818,Toyota Yaris J CVT,11 Lakh,"5,000 kms",Petrol,Automatic,1st Owner,2020,1197 cc,5 Seats
1819,BMW 7 Series 730Ld DPE Signature,70 Lakh,"25,000 kms",Diesel,Automatic,1st Owner,2017,814 cc,5 Seats
1820,Hyundai i10 Asta,3.25 Lakh,"41,000 kms",Petrol,Manual,2nd Owner,2011,999 cc,5 Seats
1821,Hyundai EON Era,2.50 Lakh,"63,463 kms",Petrol,Manual,1st Owner,2013,796 cc,5 Seats
1822,Renault Kiger RXT Turbo CVT,8.99 Lakh,"20,000 kms",Petrol,Automatic,1st Owner,2021,1197 cc,5 Seats
1823,Maruti Alto 800 LXI Anniversary Edition,2.67 Lakh,"69,852 kms",Petrol,Manual,1st Owner,2014,998 cc,5 Seats
1824,Hyundai Grand i10 Magna AT,5.25 Lakh,"29,584 kms",Petrol,Automatic,1st Owner,2016,999 cc,7 Seats
1825,Maruti Wagon R VXI BS IV,3.95 Lakh,"27,514 kms",Petrol,Manual,1st Owner,2014,1197 cc,5 Seats
1826,Renault Triber RXZ BSIV,6.90 Lakh,"30,339 kms",Petrol,Manual,1st Owner,2019,998 cc,5 Seats
1827,Maruti Baleno Alpha CVT,8.50 Lakh,"39,386 kms",Petrol,Automatic,1st Owner,2019,1086 cc,5 Seats
1828,Maruti Wagon R VXI BS IV,3 Lakh,"64,671 kms",Petrol,Manual,1st Owner,2012,1248 cc,5 Seats
1829,Hyundai Santro Sportz BSIV,4.90 Lakh,"30,670 kms",Petrol,Manual,1st Owner,2019,1197 cc,5 Seats
1830,Maruti Swift VDI,6.70 Lakh,"46,086 kms",Diesel,Manual,1st Owner,2018,998 cc,5 Seats
1831,Maruti Baleno 1.2 Delta,5.50 Lakh,"70,346 kms",Petrol,Manual,1st Owner,2015,1198 cc,5 Seats
1832,Maruti Wagon R VXI,1.50 Lakh,"50,000 kms",Petrol,Manual,1st Owner,2005,998 cc,5 Seats
1833,Honda Amaze S i-Vtech,4 Lakh,"80,000 kms",Petrol,Manual,1st Owner,2015,998 cc,5 Seats
1834,Maruti Wagon R AMT VXI Option,4.49 Lakh,"58,365 kms",Petrol,Automatic,1st Owner,2016,1197 cc,5 Seats
1835,Maruti Wagon R VXI Plus,4.99 Lakh,"12,000 kms",Petrol,Manual,1st Owner,2017,1197 cc,5 Seats
1836,Hyundai i20 Magna,2.90 Lakh,"58,182 kms",Petrol,Manual,1st Owner,2009,1248 cc,5 Seats
1837,Hyundai Grand i10 Magna,3.25 Lakh,"3,25,000 kms",Petrol,Manual,1st Owner,2013,1956 cc,5 Seats
1838,Fiat Punto 1.3 Active,2.70 Lakh,"1,27,152 kms",Diesel,Manual,1st Owner,2014,1248 cc,5 Seats
1839,Jeep Compass 2.0 Limited,12.20 Lakh,"98,492 kms",Diesel,Manual,1st Owner,2018,1968 cc,5 Seats
1840,Maruti Swift Dzire AGS ZDI Plus,7.75 Lakh,"23,000 kms",Diesel,Automatic,1st Owner,2018,2755 cc,7 Seats
1841,Audi A3 35 TDI Premium Plus,20.75 Lakh,"45,000 kms",Diesel,Automatic,1st Owner,2017,3198 cc,7 Seats
1842,Toyota Innova Crysta 2.8 ZX AT BSIV,24.90 Lakh,"63,001 kms",Diesel,Automatic,1st Owner,2019,1462 cc,6 Seats
1843,Ford Endeavour 3.2 Trend AT 4X4,20.50 Lakh,"72,000 kms",Diesel,Automatic,1st Owner,2016,2755 cc,7 Seats
1844,Maruti XL6 Zeta,11.45 Lakh,"26,000 kms",Petrol,Manual,1st Owner,2020,2393 cc,7 Seats
1845,Toyota Innova Crysta 2.8 GX AT BSIV,20.75 Lakh,"46,000 kms",Diesel,Automatic,2nd Owner,2019,998 cc,5 Seats
1846,Toyota Innova Crysta 2.4 VX MT,19.50 Lakh,"1,40,000 kms",Diesel,Manual,1st Owner,2018,1248 cc,5 Seats
1847,Hyundai Venue SX Plus Turbo DCT,10.60 Lakh,"3,500 kms",Petrol,Automatic,1st Owner,2021,1969 cc,7 Seats
1848,Maruti Ciaz ZDi SHVS,5.40 Lakh,"1,20,000 kms",Diesel,Manual,1st Owner,2015,1498 cc,5 Seats
1849,Volvo XC 90 D5 Inscription,65 Lakh,"39,000 kms",Diesel,Automatic,1st Owner,2018,998 cc,5 Seats
1850,Volkswagen Vento 1.5 TDI Highline AT,9.50 Lakh,"79,100 kms",Diesel,Automatic,1st Owner,2017,1462 cc,6 Seats
1851,Maruti Zen Estilo LXI BS IV,1.75 Lakh,"60,000 kms",Petrol,Manual,2nd Owner,2009,1497 cc,5 Seats
1852,Maruti XL6 Alpha,10 Lakh,"30,000 kms",Petrol,Manual,1st Owner,2022,1598 cc,5 Seats
1853,Tata Altroz XZ Diesel,8.25 Lakh,"46,000 kms",Diesel,Manual,1st Owner,2020,1199 cc,5 Seats
1854,Volkswagen Vento 1.6 Comfortline,8.60 Lakh,"65,232 kms",Petrol,Manual,1st Owner,2018,1493 cc,7 Seats
1855,Volkswagen Polo Diesel Comfortline 1.2L,2.70 Lakh,"1,06,865 kms",Diesel,Manual,1st Owner,2010,2609 cc,7 Seats
1856,Mahindra TUV 300 T8 AMT,8 Lakh,"49,900 kms",Diesel,Automatic,1st Owner,2016,1498 cc,5 Seats
1857,Mahindra Scorpio SLX 2.6 Turbo 7 Str,2.65 Lakh,"1,00,000 kms",Diesel,Manual,3rd Owner,2007,1086 cc,5 Seats
1858,Ford Aspire 1.5 TDCi Titanium Plus,5.25 Lakh,"1,10,000 kms",Diesel,Manual,1st Owner,2015,1462 cc,5 Seats
1859,Hyundai Santro Magna Corp Edition AMT,5.76 Lakh,"9,000 kms",Petrol,Automatic,1st Owner,2020,3198 cc,7 Seats
1860,Maruti SX4 S Cross Alpha,9.45 Lakh,"15,000 kms",Petrol,Manual,1st Owner,2020,1248 cc,5 Seats
1861,Ford Endeavour Titanium Plus 4X4,32.50 Lakh,"45,000 kms",Diesel,Automatic,1st Owner,2019,1497 cc,7 Seats
1862,Maruti Swift VDI,4.50 Lakh,"1,00,000 kms",Diesel,Manual,2nd Owner,2013,1396 cc,5 Seats
1863,Honda BR-V i-VTEC V CVT,8.15 Lakh,"80,000 kms",Petrol,Automatic,2nd Owner,2017,998 cc,5 Seats
1864,Hyundai i20 Sportz 1.4 CRDi,5.32 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2015,1497 cc,5 Seats
1865,Hyundai i20 Asta Turbo DCT DT,11.25 Lakh,"11,000 kms",Petrol,Automatic,1st Owner,2021,1396 cc,5 Seats
1866,Honda City i VTEC CVT VX,7.25 Lakh,"50,000 kms",Petrol,Automatic,2nd Owner,2015,1197 cc,5 Seats
1867,Hyundai i20 Asta 1.4 CRDi,5.75 Lakh,"90,000 kms",Diesel,Manual,1st Owner,2015,1498 cc,5 Seats
1868,Hyundai Grand i10 1.2 Kappa Asta,5 Lakh,"90,000 kms",Petrol,Manual,1st Owner,2018,1591 cc,5 Seats
1869,Skoda Rapid 1.5 TDI AT Style BSIV,9.75 Lakh,"93,500 kms",Diesel,Automatic,1st Owner,2019,998 cc,5 Seats
1870,Hyundai Creta 1.6 VTVT AT SX Plus,9.99 Lakh,"32,000 kms",Petrol,Automatic,2nd Owner,2017,936 cc,5 Seats
1871,Maruti Wagon R VXI BS IV,3.40 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2014,1498 cc,5 Seats
1872,Chevrolet Beat Diesel LS,2.15 Lakh,"70,000 kms",Diesel,Manual,2nd Owner,2015,1984 cc,4 Seats
1873,Honda City ZX CVT,8.60 Lakh,"70,000 kms",Petrol,Automatic,2nd Owner,2017,1799 cc,5 Seats
1874,Volkswagen Beetle 2.0,15.25 Lakh,"18,999 kms",Petrol,Automatic,2nd Owner,2010,1248 cc,5 Seats
1875,Honda Civic 1.8 V AT,3.50 Lakh,"1,10,000 kms",Petrol,Automatic,2nd Owner,2007,1197 cc,5 Seats
1876,Maruti Swift Dzire VDi,3.15 Lakh,"1,45,000 kms",Diesel,Manual,2nd Owner,2011,1461 cc,5 Seats
1877,Hyundai i10 Magna 1.2 iTech SE,1.90 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2008,998 cc,5 Seats
1878,Renault Pulse RxL Optional,2.50 Lakh,"50,000 kms",Diesel,Manual,1st Owner,2012,1197 cc,5 Seats
1879,Maruti Wagon R VXI BS IV,3.30 Lakh,"70,000 kms",Petrol,Manual,2nd Owner,2015,2999 cc,7 Seats
1880,Hyundai i20 Active 1.2 S,5.90 Lakh,"48,000 kms",Petrol,Manual,1st Owner,2015,1186 cc,5 Seats
1881,Isuzu MU 7 4x2 BS III,8 Lakh,"80,000 kms",Diesel,Manual,3rd Owner,2014,1582 cc,5 Seats
1882,Hyundai Aura S Diesel,7.75 Lakh,"40,000 kms",Diesel,Manual,1st Owner,2020,1248 cc,5 Seats
1883,Hyundai Verna 1.6 CRDi SX,7 Lakh,"50,000 kms",Diesel,Manual,1st Owner,2015,1995 cc,5 Seats
1884,Fiat Punto Pure 1.3L Advanced Multi-Jet,2 Lakh,"1,58,763 kms",Diesel,Manual,1st Owner,2012,2179 cc,7 Seats
1885,BMW 3 Series 320d Luxury Line,31.50 Lakh,"35,000 kms",Diesel,Automatic,1st Owner,2017,2179 cc,7 Seats
1886,Tata Safari Storme LX,3.10 Lakh,"90,000 kms",Diesel,Manual,2nd Owner,2012,1497 cc,5 Seats
1887,Mahindra XUV500 W8 AWD,7.50 Lakh,"1,20,000 kms",Diesel,Manual,3rd Owner,2013,2179 cc,7 Seats
1888,Honda City i VTEC V,5.50 Lakh,"60,000 kms",Petrol,Manual,2nd Owner,2015,1497 cc,5 Seats
1889,Mahindra XUV500 W8 2WD,9 Lakh,"70,000 kms",Diesel,Manual,1st Owner,2015,1598 cc,5 Seats
1890,Honda City E,4.25 Lakh,"97,320 kms",Petrol,Manual,1st Owner,2012,1199 cc,5 Seats
1891,Volkswagen Vento Diesel Highline,4.90 Lakh,"1,18,393 kms",Diesel,Manual,1st Owner,2014,1368 cc,5 Seats
